role,title,company,city_clean,region,country,job_count
Data Engineer,Technical Sales Engineer Mitte (Mittel- Südhessen bis Saarland) (w/m/d) - ab sofort - VZ,VIDEC Data Engineering GmbH,Bremen,,Germany,1
Data Engineer,Digital Manufacturing Engineer (m/w/d),Rheinmetall AG,Neuss,,Germany,1
Data Engineer,Hardware Systems Engineer (m/w/d),Akkodis Germany Tech Experts GmbH,München,,Germany,1
Data Engineer,Room Qualification Engineer (m/w/d),Hays Professional Solutions GmbH,Singen (Hohentwiel),,Germany,1
Data Engineer,Werkstudent (m/w/d) KI Engineer,CITTI Handelsgesellschaft mbH & Co. KG,Kiel,,Germany,1
Data Engineer,System Engineer Database (m/w/d),puro Personaldienstleistung GmbH,Garching Bei München,,Germany,1
Data Engineer,Research Engineer (m/w/d),Calderys Metalcasting Germany GmbH,Oberhausen,Rheinland,Germany,1
Data Engineer,Machine Learning Engineer (m/w/d),OPTUM GmbH,Heilbronn,Neckar,Germany,1
Data Engineer,System Engineer Netzwerk (m/w/d),Akkodis Germany Tech Experts GmbH,Nürnberg,Mittelfranken,Germany,1
Data Engineer,Manufacturing Engineer (f/m/d),ROSA Experts AG & Co KG,München,,Germany,1
Data Engineer,System Engineer (m/w/d) Linux,Akkodis Germany Tech Experts GmbH,Nürnberg,Mittelfranken,Germany,1
Data Engineer,System Engineer (m/w/d) Luftfahrt,Akkodis Germany Tech Experts GmbH,Donauwörth,,Germany,1
Data Engineer,AI / ML Engineer - in Regensburg,Creativity Service GmbH,Regensburg,,Germany,1
Data Engineer,Senior Container Administrator,Data-Warehouse GmbH,Hallbergmoos,,Germany,1
Data Engineer,Cloud Architect / Engineer,committance AG,Montabaur,,Germany,1
Data Engineer,Software Test Engineer (m/w/d),Akkodis Germany Tech Experts GmbH,München,,Germany,1
Data Engineer,Software Engineer DevOps (m/w/d),Akkodis Germany Tech Experts GmbH,Bremen,,Germany,1
Data Engineer,Senior AI Engineer (d/w/m),Charité Universitätsmedizin Berlin KdöR,Berlin,,Germany,1
Data Engineer,Microsoft System Engineer (m/w/d),LEITWERK AG,Freiburg Im Breisgau,,Germany,1
Data Engineer,Databricks Engineer Experte (m/w/d): mind. 2 Jahre Erfahrung + Deutsch C-Niveau+ Banking Environment,Halbauer GmbH,Eschborn,Taunus,Germany,1
Data Engineer,Machine Learning Engineer (m/w/d),Bizerba SE & Co. KG,Balingen,,Germany,1
Data Engineer,Commercial Engineer (w/m/d),Vestas Deutschland GmbH,Husum,Nordsee,Germany,1
Data Engineer,24800: Ingenieur (m/w/d) technische Datenanalyse,Cs2 ITEC GmbH   Co. KG,Mülheim An Der Ruhr,,Germany,1
Data Engineer,Security Operations Engineer (m/w/d),Akkodis Germany Tech Experts GmbH,Nürnberg,Mittelfranken,Germany,1
Data Engineer,Cloud Ops Engineer (m/w/d)(m/w/d),SOTEC GmbH & Co KG,Ostelsheim,,Germany,1
Data Engineer,Software Engineer (m/w/d) DSL,Akkodis Germany Tech Experts GmbH,Nürnberg,Mittelfranken,Germany,1
Data Engineer,Software Engineer DevOps (m/w/d),Sebastian Hennig,Schweinfurt,,Germany,1
Data Engineer,OT Security Engineer (m/w/d),Akkodis Germany Tech Experts GmbH,Augsburg,Bayern,Germany,1
Data Engineer,Security Engineer (m/w/d) Infrastructure,Akkodis Germany Tech Experts GmbH,Nürnberg,Mittelfranken,Germany,1
Data Engineer,DevOps & Cloud Engineer (m/w/d),Akkodis Germany Tech Experts GmbH,Nürnberg,Mittelfranken,Germany,1
Data Engineer,DevOps / Site Reliability Engineer (m/w/d),Maryna Simon,Würzburg,,Germany,1
Data Engineer,BI & Analytics Engineer (m/w/d),DIS AG Ulm,Laupheim,,Germany,1
Data Engineer,Frontend Engineer/BI Engineer (m/w/d) Finance,Dirk Rossmann GmbH,Burgwedel,,Germany,1
Data Engineer,"AI / ML Engineer, in Regensburg",Creativity Service GmbH,Regensburg,,Germany,1
Data Engineer,AI Engineer (all genders),OPTUM GmbH,Heilbronn,Neckar,Germany,1
Data Engineer,Senior Engineer Mechanical (m/f/d),exyte Management GmbH,München,,Germany,1
Data Engineer,Process Engineer (m/f/d),AutoGyro GmbH,Hildesheim,,Germany,1
Data Engineer,System Validation Engineer (m/w/d) - Schwerpunkt Landmaschinen,Akkodis Germany Tech Experts GmbH,Mannheim,,Germany,1
Data Engineer,Senior DevOps Engineer (m/w/d),BWI GmbH,München,,Germany,1
Data Engineer,Informatiker (m/w/d) - Referenznummer: 160426-1-FRA,BFI Informationssysteme GmbH,Frankfurt Am Main,,Germany,1
Data Engineer,System Engineer (m/w/d) Infrastruktur & Workplace,Akkodis Germany Tech Experts GmbH,Nürnberg,Mittelfranken,Germany,1
Data Engineer,Senior Requirements Engineer (m/w/d),TEQYARD GmbH,Braunschweig,,Germany,1
Data Engineer,Junior Quality & Regulatory Engineer (m/w/d),Akkodis Germany Tech Experts GmbH,Berlin,,Germany,1
Data Engineer,IT Security Engineer (m/w/d),Neumüller Personalberatung Regina Neumüller e.K.,Röthenbach An Der Pegnitz,,Germany,1
Data Engineer,Senior Systems Engineer (m/w/d),sector27 GmbH,Dorsten,,Germany,1
Data Engineer,Ranking Expert / Ranking Engineer  (m/w/d),Ludwig-Maximilians-Universität München,München,,Germany,1
Data Engineer,Machine Learning Engineer (m/w/d),Hoffrogge GmbH,Wildeshausen,,Germany,1
Data Engineer,Operations Planning Engineer (m/w/d),CEVA Logistics GmbH,Lich,Hessen,Germany,1
Data Engineer,Senior Frontend Engineer (Angular),Deutsches Krebsforschungszentrum,Heidelberg,Neckar,Germany,1
Data Engineer,Linux System Engineer (m/w/d),LEITWERK AG,Appenweier,,Germany,1
Data Engineer,Manufacturing Process Engineer/in (m/w/d),Schaffenberger GmbH,Hamburg,,Germany,1
Data Engineer,Senior Cloud Platform Engineer (m/w/d),LZ Informatik,Nürnberg,Mittelfranken,Germany,1
Data Engineer,Service Engineer (Specialist) (m/w/d),Vodafone GmbH,Düsseldorf,,Germany,1
Data Engineer,Senior AI Platform Engineer (f/m/x),BMW AG,München,,Germany,1
Data Engineer,Senior Engineer Buildingautomation (m/f/d),exyte Management GmbH,Bad Homburg Vor Der Höhe,,Germany,1
Data Engineer,Cloud & KI Platform Engineer (m/w/d),ÖRAG Rechtsschutzversicherungs-AG,Düsseldorf,,Germany,1
Data Engineer,(Senior) Engineer Adaptive Validation (m/f/d),Da Vinci Engineering GmbH,Raunheim,,Germany,1
Data Engineer,Mechanical Development Engineer (f/m/d),G.F. Peters & Partner GmbH,Taufkirchen,Kreis München,Germany,1
Data Engineer,Junior Survey Engineer (m/f/d),Murphy Geospatial Germany GmbH,Dresden,,Germany,1
Data Engineer,IoT Test & Integration Engineer (m/w/d),Akkodis Germany Tech Experts GmbH,Kaufering,,Germany,1
Data Engineer,Solution Architect (all genders),BORA Lüftungstechnik GmbH,Raubling,,Germany,1
Data Engineer,Software Engineer (m/w/d) Cloud Services,Akkodis Germany Tech Experts GmbH,Nürnberg,Mittelfranken,Germany,1
Data Engineer,Electrical Integration Engineer (m/w/d) - Hubschraubersysteme,Akkodis Germany Tech Experts GmbH,Donauwörth,,Germany,1
Data Engineer,(Junior) DevOps Engineer - Virtualisierung & Cloud-Plattform (m/w/d),Akkodis Germany Tech Experts GmbH,Hamburg,,Germany,1
Data Engineer,AI SOLUTIONS ENGINEER / AI FULL‑STACK DEVELOPER (M/W/D),xeomed GmbH,Nürnberg,Mittelfranken,Germany,1
Data Engineer,Senior Azure Cloud Plattform Engineer (m/w/d),expertplace professionals GmbH,Köln,,Germany,1
Data Engineer,Software Engineer Prüfstand & HIL (m/w/d),NORDkind Recruiting GmbH,Bremen,,Germany,1
Data Engineer,Controls Engineer (m/w/d) mit Schwerpunkt Scada-Visualisierung,PROBAT SE,Emmerich Am Rhein,,Germany,1
Data Engineer,Senior Process Engineer (m/w/d),Danisco Deutschland GmbH,Niebüll,,Germany,1
Data Engineer,Founding DevOps Engineer(SRE),Cygrid GmbH,Berlin,,Germany,1
Data Engineer,System Safety Engineer (d/f/m),Airbus Defence and Space GmbH,Manching,,Germany,1
Data Engineer,Senior Search Engineer (m/w/d),Conrad Electronic SE,Hirschau,Oberpfalz,Germany,1
Data Engineer,Azure Platform Engineer (w/m/d),SMF GmbH,Dortmund,,Germany,1
Data Engineer,Enterprise Architect (all genders),BORA Lüftungstechnik GmbH,Raubling,,Germany,1
Data Engineer,"Regulatory Compliance Engineer, Metrology (m/w/d)",Tesla Germany GmbH,Freiburg Im Breisgau,,Germany,1
Data Engineer,Instrument Operations Engineer (f/m/d),MPI f. Sonnensystemforschung,Göttingen,,Germany,1
Data Engineer,Flight Aerodynamic Engineer (m/f/d),FERCHAU GmbH GB Aviation München,Manching,,Germany,1
Data Engineer,Werkstudent IoT-Engineer Batteriezellfertigung (w/m/x),BMW AG,München,,Germany,1
Data Engineer,Space Systems Engineer (m/f/d),OHB-System AG,Bremen,,Germany,1
Data Engineer,System Engineer (m/w/d) - RACF / z/OS,Akkodis Germany Tech Experts GmbH,Nürnberg,Mittelfranken,Germany,1
Data Engineer,System Support Engineer (m/f/d),Hays Professional Solutions GmbH,Poing Bei München,,Germany,1
Data Engineer,KI-Spezialist und Automation Engineer (m/w/d),Metzler GmbH,Reutlingen,,Germany,1
Data Engineer,Machine Learning Engineer (w/m/d) - ID 171,Bayerisches Landesamt für Steuern Dienststelle Nürnberg,Nürnberg,Mittelfranken,Germany,1
Data Engineer,Lead Engineer Predictive Maintenance (m/w/d),meurer Verpackungssysteme GmbH,Fürstenau Bei Bramsche,Hase,Germany,1
Data Engineer,"Project Engineer - BESS, Stuttgart (m/w/d)",Tesla Germany GmbH,Stuttgart,,Germany,1
Data Engineer,Cloud Engineer (m/w/d) Palo Alto Plattform,berg-it projektdienstleistungen GmbH,Nürnberg,Mittelfranken,Germany,1
Data Engineer,Senior Engineer HVAC (m/f/d),exyte Management GmbH,Stuttgart,,Germany,1
Data Engineer,Product Engineer / Teamleitung (m/w/d) - Schwerpunkt DevOps & Datenbankanwendungen,Bundesgesellschaft für Endlag erung mbH (BGE),Peine,,Germany,1
Data Engineer,(Senior) Machine Learning Engineer (m/w/d),Hays AG,München,,Germany,1
Data Engineer,Mechanical Wet Engineer (m/f/d),exyte Management GmbH,Dresden,,Germany,1
Data Engineer,Cyber Security Consultant & Engineer (m/w/d),WAGO GmbH & Co. KG,Minden,Westfalen,Germany,1
Data Engineer,Infrastruktur- und Datenarchitekt (m/w/d),Bonn-Netz GmbH,Bonn,,Germany,1
Data Engineer,Radar System Engineer SAR (m/f/d),OHB-System AG,Salem,Baden,Germany,1
Data Engineer,System Engineer VMware / HCI (m/w/d),sector27 GmbH,Dorsten,,Germany,1
Data Engineer,Senior System Engineer Architecture (m/f/d),OHB-System AG,Bremen,,Germany,1
Data Engineer,Senior Software Engineer Backend (m/w/d),365FarmNet Group GmbH,Berlin,,Germany,1
Data Engineer,Senior Software Engineer* Python/AI,inovex GmbH,Stuttgart,,Germany,1
Data Engineer,Senior Engineer – Analysis Testing (m/w/d),Aviation Industry Personnel Services GmbH,Weßling,Oberbayern,Germany,1
Data Engineer,Senior Stress Engineer - In Service (m/w/d),Aviation Industry Personnel Services GmbH,Weßling,Oberbayern,Germany,1
Data Engineer,Änderungsmanager Automotive Entwicklung (m/w/d),prognum Automotive GmbH,Stuttgart,,Germany,1
Data Engineer,Senior Engineer Materials Science (m/w/d),Kennametal Shared Services GmbH Fürth,Mistelgau,,Germany,1
Data Engineer,AI Forward Deployed Engineer (m/w/d),CANCOM SE,München,,Germany,1
Data Engineer,Lead Engineer Mechnical (m/f/d),exyte Management GmbH,Bad Homburg Vor Der Höhe,,Germany,1
Data Engineer,Senior Digitalization Engineer (m/f/d),tk UHDE GmbH,Dortmund,,Germany,1
Data Engineer,Azure DevOps Engineer mit Fokus Azure AI (a*),Hamburger Energienetze GmbH,Hamburg,,Germany,1
Data Engineer,Control Systems Engineer (m/f/d),exyte Management GmbH,Stuttgart,,Germany,1
Data Engineer,Spacecraft Database Engineer Software (m/f/d),OHB-System AG,Bremen,,Germany,1
Data Engineer,Logistic Support Analysis Engineer (m/w/d),Airbus Defence and Space GmbH,Donauwörth,,Germany,1
Data Engineer,CSV Specialist / Senior CSV Engineer (m/f/d),Randstad Deutschland GmbH & Co.KG,Homburg,Saar,Germany,1
Data Engineer,Business Engineer (m/w/d) Fahrplan-IT in Frankfurt,Akkodis Germany Tech Experts GmbH,Frankfurt Am Main,,Germany,1
Data Engineer,Engineer Sanitary (m/f/d) Industrial Projects,exyte Management GmbH,Dresden,,Germany,1
Data Engineer,Projektingenieur Schiffsentwurf / Naval Design Engineer (m/w/d),Akkodis Germany Tech Experts GmbH,Hamburg,,Germany,1
Data Engineer,System Safety Engineer (d/f/m),Airbus Defence and Space GmbH,Manching,,Germany,1
Data Engineer,Senior Engineer Electrical (m/f/d),exyte Management GmbH,München,,Germany,1
Data Engineer,Senior Electrical Engineer (m/f/d),exyte Management GmbH,Leverkusen,,Germany,1
Data Engineer,Software Engineer KI / NLP / Information Retrieval (m/w/d),Jobware GmbH,Paderborn,,Germany,1
Data Engineer,Mechanical Design Engineer Marine Systems (m/w/d),Akkodis Germany Tech Experts GmbH,Wedel,,Germany,1
Data Engineer,Senior Expert Site Reliability Engineer (m/w/d),Vodafone GmbH,Düsseldorf,,Germany,1
Data Engineer,Lead Engineer HVAC (m/f/d),exyte Management GmbH,Stuttgart,,Germany,1
Data Engineer,Solution Engineer - Defense / Public (m/w/d),Deloitte GmbH,Leipzig,,Germany,1
Data Engineer,Netzwerk und Security System Engineer (m/w/d),LEITWERK AG,Karlsruhe,Baden,Germany,1
Data Engineer,Network Engineer – Datacenter (f/m/d),1 & 1 Mail & Media Applications SE,München,,Germany,1
Data Engineer,"AI Engineer (m/w/d) Modelle für die Produktion, nicht für die Schublade",Expert Select GmbH,Rüsselsheim Am Main,,Germany,1
Data Engineer,System Engineer - Virtualization (f/m/d),1 & 1 Mail & Media Applications SE,München,,Germany,1
Data Engineer,Graduate Engineer Process - Process Supply Systems (m/f/d),exyte Management GmbH,Dresden,,Germany,1
Data Engineer,Artificial Intelligence Engineer (f/m/d),Siemens Energy Global GmbH & Co. KG,Erlangen,,Germany,1
Data Engineer,Änderungsmanager Automotive Entwicklung (m/w/d),prognum Automotive GmbH,München,,Germany,1
Data Engineer,Senior Sensor Technology Engineer,NDT Global GmbH,Stutensee,,Germany,1
Data Engineer,GROUND SEGMENT ENGINEER (D/F/M),Guldberg GmbH,Immenstaad Am Bodensee,,Germany,1
Data Engineer,Experienced DevOps Engineer (f/m/d),Siemens Energy Global GmbH & Co. KG,Berlin,,Germany,1
Data Engineer,Senior QA/QC Engineer - Mechanical (m/f/d),exyte Management GmbH,Bad Homburg Vor Der Höhe,,Germany,1
Data Engineer,SENIOR DEVOPS & PLATFORM ENGINEER (m/w/d),hygi.de GmbH & Co.KG,Telgte,,Germany,1
Data Engineer,"Senior Software Engineer, Site Reliability Engineering",Google Germany GmbH,München,,Germany,1
Data Engineer,Experienced Software Engineer - AI Integration Engineer (m/f/d),Media-Saturn Deutschland GmbH,Ingolstadt,Donau,Germany,1
Data Engineer,Senior ML Search Engineer (m/w/d),Conrad Electronic SE,Hirschau,Oberpfalz,Germany,1
Data Engineer,Senior Software Engineer für Pricing-Plattform (w/m/d),HUK-COBURG VVaG,Coburg,,Germany,1
Data Engineer,Senior Systems Engineer (m/w/d) RF Sensors,Akkodis Germany Tech Experts GmbH,Donauwörth,,Germany,1
Data Engineer,Databricks Specialist (m/w/d) - Banking  2+ Jahre Erfahrung & Deutsch C‑Level,Halbauer GmbH,Eschborn,Taunus,Germany,1
Data Engineer,System Engineer (m/f/d) Flight Test,FERCHAU GmbH GB Aviation München,Manching,,Germany,1
Data Engineer,Supplier Quality Engineer (f/m/d),Siemens Energy Global GmbH & Co. KG,Erlangen,,Germany,1
Data Engineer,Senior DevOps Engineer (m/f/d) Hybrid Infrastructure,MOTOR Ai GmbH,Berlin,,Germany,1
Data Engineer,Senior QA/QC Engineer - Electrical (m/f/d),exyte Management GmbH,Bad Homburg Vor Der Höhe,,Germany,1
Data Engineer,DevOps Engineer Hybrid Cloud (DataCenter Operations) – (m/w/d),Deutsche WertpapierService Bank AG,Eschborn,Taunus,Germany,1
Data Engineer,Supplier Quality Engineer (f/m/d),Siemens Energy Global GmbH & Co. KG,Erlangen,,Germany,1
Data Engineer,Supplier Quality Engineer (f/m/d),Siemens Energy Global GmbH & Co. KG,Erlangen,,Germany,1
Data Engineer,KI Manager (m/w/d),WeberHaus GmbH & Co. KG,Rheinau,Baden,Germany,1
Data Engineer,Senior Software Solution Engineer (m/w/d),Deloitte GmbH,Görlitz,Neiße,Germany,1
Data Engineer,Senior Oracle Database Engineer (f/m/x),Deutsche Bank AG,Frankfurt Am Main,,Germany,1
Data Engineer,"Regulatory Compliance Engineer, Grid Interoperability (m/w/d)",Tesla Germany GmbH,Freiburg Im Breisgau,,Germany,1
Data Engineer,Field Service Engineer / Servicetechniker Netzwerkkomponenten (m/w/d),puro Personaldienstleistung GmbH,Nürnberg,Mittelfranken,Germany,1
Data Engineer,Field Service Engineer / Servicetechniker Netzwerkkomponenten (m/w/d),puro Personaldienstleistung GmbH,Ulm,Donau,Germany,1
Data Engineer,Senior Business Intelligence & Integration Engineer (m/w/d),Haeger & Schmidt Logistics GmbH,Duisburg,,Germany,1
Data Engineer,"Software Engineer II, Vulnerability Management",Google Germany GmbH,München,,Germany,1
Data Engineer,AI Engineer – Agentic AI Execution Layer (all genders),Serrala Group GmbH,Norderstedt,,Germany,1
Data Engineer,IT- Support Engineer (m/w/d) im 1st und 2nd Level Support in Nürnberg,Akkodis Germany Tech Experts GmbH,Nürnberg,Mittelfranken,Germany,1
Data Engineer,Systems Engineer Windows Server Support (m/w/d),MR Datentechnik Vertriebs- und Service GmbH,Nürnberg,Mittelfranken,Germany,1
Data Engineer,Software Engineer AI - Senior Expert  (m/w/d),Deutsche Telekom AG,Bamberg,,Germany,1
Data Engineer,C++ Software Engineer Embedded Systems & Architektur (m/w/d),Akkodis Germany Tech Experts GmbH,Wedel,,Germany,1
Data Engineer,Resident Engineer Thermodynamics / Calibration / Testing (m/w/d) Denmark,ROSA Experts AG & Co KG,Aachen,,Germany,1
Data Engineer,Systems Engineer for Telecommunication Missions (m/f/d),OHB-System AG,Bremen,,Germany,1
Data Engineer,IPS Systems & Verification Engineer - Maritime Defence (m/w/d),Akkodis Germany Tech Experts GmbH,Hamburg,,Germany,1
Data Engineer,Lead Engineer Black Media (m/f/d) Construction,exyte Management GmbH,Stuttgart,,Germany,1
Data Engineer,Software Engineer (Program Analysis) (m/f/x),CISPA - Helmholtz-Zentrum für Informationssicherheit gGmbH,Saarbrücken,,Germany,1
Data Engineer,IT-Engineer Reporting und Analyse MicroStrategy / Power BI (m/w/d),Bausparkasse Schwäbisch Hall AG,Schwäbisch Hall,,Germany,1
Data Engineer,Databricks Spezialist (m/w/d),Herrmann Personaldienste GmbH,Köln,,Germany,1
Data Engineer,Engineer HVAC (m/f/d) Industry Projects,exyte Management GmbH,München,,Germany,1
Data Engineer,Software Security Researcher / Engineer (m/f/x),CISPA - Helmholtz-Zentrum für Informationssicherheit gGmbH,Saarbrücken,,Germany,1
Data Engineer,Technical Project Engineer Digital Innovation (m/w/d),Miele & Cie. KG Werk Gütersloh,Gütersloh,,Germany,1
Data Engineer,Senior C++ Algorithm Engineer Signal Processing (m/f/x) 1544,Nash Technologies Germany GmbH,Böblingen,,Germany,1
Data Engineer,Project Engineer – Thermal Management (m/f/x),ARRK Engineering GmbH,München,,Germany,1
Data Engineer,Senior System Engineer (SpaceOps) (m/f/d),Rheinmetall AG,München,,Germany,1
Data Engineer,Senior AI Systems Engineer (f/m/x),BMW AG,München,,Germany,1
Data Engineer,EHS Safety Engineer / Sicherheitsingenieur (m/w/\*),3M Deutschland GmbH Hauptverwaltung,Neuss,,Germany,1
Data Engineer,"AI Engineer, Google Cloud Consulting (English, German)",Google Germany GmbH,Frankfurt Am Main,,Germany,1
Data Engineer,IT System Engineer (m/w/d) z/OS Netzwerk und Security,Akkodis Germany Tech Experts GmbH,Nürnberg,Mittelfranken,Germany,1
Data Engineer,Senior Process Engineer Packaging (m/f/d),exyte Management GmbH,Bad Homburg Vor Der Höhe,,Germany,1
Data Engineer,Senior Process Engineer Logistics (m/f/d),exyte Management GmbH,Bad Homburg Vor Der Höhe,,Germany,1
Data Engineer,ML Ops Engineer - Implementation (f/m/x),BMW AG,München,,Germany,1
Data Engineer,Senior AI ADAS Engineer (f/m/x),BMW AG,München,,Germany,1
Data Engineer,(Senior) Thermal Test Engineer (m/f/d),Tesla Germany GmbH,Berlin,,Germany,1
Data Engineer,(Senior) Software Test Engineer (all genders),Almato AG,Stuttgart,,Germany,1
Data Engineer,Research Engineer Foundation Model ML Ops (f/m/div.) / REF274547W,Robert Bosch GmbH,Renningen,,Germany,1
Data Engineer,Conversational AI & ML Solution Engineer (m/w/d),Deloitte GmbH,Leipzig,,Germany,1
Data Engineer,"Forward Deployed Engineer, GenAI, Google Cloud",Google Germany GmbH,Berlin,,Germany,1
Data Engineer,Senior Security Engineer- Zalando Payments (all genders),Zalando SE,Berlin,,Germany,1
Data Engineer,Software Engineer / C# / .NET & Cloud (m/w/d),Crane Payment Innovations GmbH,Buxtehude,,Germany,1
Data Engineer,IT Engineer BI & Analytics (m/w/d) 40% Remote,EICS PD GmbH,Ulm,Donau,Germany,1
Data Engineer,ME Process Engineer MCA H175 (m/w/d),fabplus GmbH,Donauwörth,,Germany,1
Data Engineer,Senior Simulation Engineer (Tire Wear) (m/f/d),Compredict GmbH,Darmstadt,,Germany,1
Data Engineer,Full Stack React & Node.js Engineer (m/w/d),Bauhaus AG,Mannheim,,Germany,1
Data Engineer,CAMO Support A400M / CAMO Engineer (d/f/m),Airbus Defence and Space GmbH,Wunstorf,,Germany,1
Data Engineer,"(Senior) Cell Test Engineer, Powertrain Engineering Europe (m/w/d)",Tesla Germany GmbH,Berlin,,Germany,1
Data Engineer,Business Intelligence Software Engineer / Backend Entwickler (m/w/d),Deinzer + Weyland GmbH,Worms,,Germany,1
Data Engineer,Business Intelligence Software Engineer / Backend Entwickler (m/w/d),Deinzer + Weyland GmbH,Frankfurt Am Main,,Germany,1
Data Engineer,"(Senior) Electronics Failure Analysis Engineer, Energy (m/f/d)",Tesla Germany GmbH,Freiburg Im Breisgau,,Germany,1
Data Engineer,Turbine Heat Transfer Design Engineer (f/m/d),Siemens Energy Global GmbH & Co. KG,Mülheim An Der Ruhr,,Germany,1
Data Engineer,Databricks Spezialist (m/w/d),Herrmann Personaldienste GmbH,Köln,,Germany,1
Data Engineer,Development Engineer Power Semiconductors Automotive (f/m/div.) / REF271347J,Robert Bosch GmbH,Dresden,,Germany,1
Data Engineer,IT System Engineer - KI-Infrastruktur und Rechenzentrumsbetrieb (m/w/d),BWI GmbH,Leipzig,,Germany,1
Data Engineer,"Validation Engineer - Context, Semantics & Memory (f/m/x)",BMW AG,München,,Germany,1
Data Engineer,Java / Golang Senior Cloud Software Engineer (m/f/d),Liebherr-International Deutschland GmbH,Ulm,Donau,Germany,1
Data Engineer,"Electronic Systems Architecture & Integration Engineer (m/w/d) Berlin, Germany",Tesla Germany GmbH,Berlin,,Germany,1
Data Engineer,Embedded Software Engineer (m/w/d) - militärische Vision & KI-Systeme,Akkodis Germany Tech Experts GmbH,Schrobenhausen,,Germany,1
Data Engineer,"Field Reliability Engineer, High Voltage Systems (m/w/d)",Tesla Germany GmbH,Berlin,,Germany,1
Data Engineer,"Senior Software Engineer, ReactJS & Python - (Logistics, Choice)",Delivery Hero SE,Berlin,,Germany,1
Data Engineer,Analytics and Audit Engineer (m/w/d) – Revision Analyse,Dirk Rossmann GmbH,Burgwedel,,Germany,1
Data Engineer,SENIOR GLOBAL PRODUCTION PLANNING ENGINEER (D/M/W),Guldberg GmbH,Donauwörth,,Germany,1
Data Engineer,"Forward Deployed Engineer, GenAI, DACH, Google Cloud",Google Germany GmbH,München,,Germany,1
Data Engineer,"Staff Forward Deployed Engineer, GenAI, Google Cloud",Google Germany GmbH,Hamburg,,Germany,1
Data Engineer,"Senior Forward Deployed Engineer, GenAI, Google Cloud",Google Germany GmbH,Berlin,,Germany,1
Data Engineer,AI-Engineer Medien- und Verlagsbranche (all genders),Fraunhofer-Gesellschaft e.V. Zentrale München,Sankt Augustin,,Germany,1
Data Engineer,Process Engineer for Process and Logistics Simulation (m/f/d),exyte Management GmbH,Stuttgart,,Germany,1
Data Engineer,Software Engineer/Senior Developer SAP S/4HANA (m/w/d),KTR Systems GmbH,Rheine,,Germany,1
Data Engineer,Cloud Backend Engineer (m/w/d) - KI-basiertes Recycling,WeSort.AI GmbH,Würzburg,,Germany,1
Data Engineer,"(Senior) Cell Abuse Test Engineer, Powertrain Engineering Europe (m/w/d)",Tesla Germany GmbH,Berlin,,Germany,1
Data Engineer,"(Senior) Process Engineer, Energy Products (m/f/d)",Tesla Germany GmbH,Freiburg Im Breisgau,,Germany,1
Data Engineer,Senior Requirements Engineer - Delivery im Defense - Sektor (m/w/d),Deloitte GmbH,Leipzig,,Germany,1
Data Engineer,Manufacturing Engineer (f/m/d) for Investment Casting,Siemens Energy Global GmbH & Co. KG,Berlin,,Germany,1
Data Engineer,Senior Engineer - Intelligent Building Control - BACS (m/f/d),exyte Management GmbH,Stuttgart,,Germany,1
Data Engineer,Senior Conversational AI & ML Solution Engineer (m/w/d),Deloitte GmbH,Leipzig,,Germany,1
Data Engineer,Senior AI Engineer for the Infotainment Platform (f/m/x),BMW AG,München,,Germany,1
Data Engineer,Manufacturing Engineer im Bereich CoE Airframe Strukturmontage H160 (d/m/w),fabplus GmbH,Donauwörth,,Germany,1
Data Engineer,"(Senior) Drive Systems Reliability Engineer, Hardware Test Engineering (m/f/d)",Tesla Germany GmbH,Berlin,,Germany,1
Data Engineer,Supplier Quality Engineer (f/m/d) Fluent System,Siemens Energy Global GmbH & Co. KG,Erlangen,,Germany,1
Data Engineer,Platform Engineer xPlatforms – Defence Innovation Center (m/w/d),BWI GmbH,Nürnberg,Mittelfranken,Germany,1
Data Engineer,RF TX Silicon Validation Engineer (m/f/d) #200657148,Apple Technology Engineering B.V. & Co. KG,München,,Germany,1
Data Engineer,Industrial/Manufacturing Engineer (f/m/d) – Gas Turbines,Siemens Energy Global GmbH & Co. KG,Berlin,,Germany,1
Data Engineer,Senior Fullstack Engineer (all genders) at mama health in Berlin,timpeo GmbH,Berlin,,Germany,1
Data Engineer,Senior Fullstack Engineer (all genders) at mama health in Berlin,timpeo GmbH,Berlin,,Germany,1
Data Engineer,Senior Machine Learning Software Engineer - Persönliche & Intelligente Einkaufsbegleitung (w/m/d),dmTECH GmbH,Karlsruhe,Baden,Germany,1
Data Engineer,579892 Product Support Engineer - HSPMP / Cloud Services (all genders),Philips Deutschland GmbH,Böblingen,,Germany,1
Data Engineer,Lead Engineer - Intelligent Building Control - BACS (m/f/d),exyte Management GmbH,Stuttgart,,Germany,1
Data Engineer,"Sales Engineer / Electrical Engineer, Battery Energy Storage / BESS (m/w/d)",Tesla Germany GmbH,Hamburg,,Germany,1
Data Engineer,Systems Engineer (d/f/m) limited to 1 year,Cognizant Technology Solutions GmbH,Norderstedt,,Germany,1
Data Engineer,Vehicle AI Context Engineer - Semantics & Memory (f/m/x),BMW AG,München,,Germany,1
Data Engineer,Associate Installer Support Engineer (Italian Speaking) - Amsterdam,Tesla Germany GmbH,Berlin,,Germany,1
Data Engineer,Senior Electrical Engineer Life Safety Systems (m/f/d),exyte Management GmbH,Leverkusen,,Germany,1
